"","plot_i","sp_i","level_used","sample_size"
"588","PAN-03","Couepia bernardii","f","36"
"589","TAM-05","Mouriri grandiflora","f","133"
"590","SPD-01","Psychotria conephoroides","e","16"
"591","PAN-03","Chrysophyllum sanguinolentum","d","18"
"592","TRU-04","Schefflera indet","f","31"
"593","SPD-02","Ocotea indet","b","40"
"594","TAM-06","Clarisia racemosa","b","6"
"595","PAN-03","Hymenaea oblongifolia","e","15"
"596","TAM-06","Inga semialata","d","23"
"597","PAN-02","Sloanea guianensis","b","18"
"598","TAM-05","Ouratea iquitosensis","c","18"
"599","TRU-04","Myrsine indet","c","51"
"600","TAM-06","Chimarrhis indet","f","76"
"601","TAM-05","Pseudolmedia laevis","a","3"
"602","TAM-06","Macrocnemum roseum","f","76"
"603","PAN-03","Myrcia paivae","h","13"
"604","SPD-01","Miconia crassipes","d","91"
"605","SPD-02","Miconia theizans ","d","91"
"606","TAM-06","Sterculia peruviana","f","23"
"607","TAM-06","Otoba parvifolia","f","15"
"608","TAM-06","Pourouma minor","b","9"
"609","TAM-06","Dendropanax arboreus","d","11"
"610","TAM-06","Mabea indet","f","136"
"611","SPD-02","Brosimum lactescens","b","6"
"612","PAN-02","Ficus indet","d","21"
"613","SPD-02","Hieronyma andina","c","12"
"614","TAM-05","Micropholis melinoniana","d","18"
"615","TRU-04","Alchornea grandiflora","c","30"
"616","SPD-02","Cordia indet","h","35"
"617","TAM-06","Marila laxiflora","b","12"
"618","TAM-05","Enterolobium schomburgkii","e","21"
"619","TAM-06","Siparuna cuspidata","h","12"
"620","PAN-03","Andira inermis","e","15"
"621","SPD-02","Blakea indet","f","133"
"622","PAN-03","Licania indet","d","18"
"623","SPD-02","Cyathea caracasana","c","9"
"624","TAM-05","Hymenaea oblongifolia","e","21"
"625","TAM-06","Sarcaulus brasiliensis","e","6"
"626","TAM-05","Oenocarpus mapora","h","2"
"627","ESP-01","Viburnum reticulatum","h","89"
"628","ACJ-01","Centropogon indet","h","1"
"629","TAM-05","Capparis sola","h","20"
"630","TAM-06","Neea macrophylla","h","23"
"631","SPD-01","Myrcia egensis","h","13"
"632","PAN-02","Protium indet","d","12"
"633","ESP-01","Schefflera indet","e","20"
"634","SPD-01","Myrcia atrorufa","h","13"
"635","TAM-06","Attalea cephalotes","h","5"
"636","TAM-05","Rollinia centrantha","f","35"
"637","SPD-02","Annona williamsii","e","18"
"638","TAM-06","Pleurothyrium cuneifolium","f","153"
"639","TAM-05","Miconia triplinervis","d","91"
"640","ESP-01","Weinmannia multijuga","c","48"
"641","TAM-05","Cordia toqueve","h","35"
"642","SPD-01","Dendropanax weberbaueri","c","11"
"643","TAM-05","Trophis scandens","e","33"
"644","TAM-05","Neea altissima","h","23"
"645","TAM-06","Miconia indet","b","30"
"646","PAN-02","Pouteria macrophylla","d","32"
"647","TAM-06","Drypetes gentryi","h","6"
"648","PAN-02","Bellucia pentamera","a","18"
"649","PAN-03","Licaria pucheri","e","9"
"650","TAM-05","Cordia mexiana","h","35"
"651","TAM-06","Pourouma guianensis","b","6"
"652","TAM-05","Pourouma palmata","c","12"
"653","SPD-01","Persea indet","b","21"
"654","TAM-05","Caraipa myrcioides","f","12"
"655","TAM-06","Tapirira guianensis","b","17"
"656","TRU-04","Ilex indet","d","15"
"657","TAM-05","Lacistema nena","h","24"
"658","TAM-05","Bathysa peruviana","f","76"
"659","SPD-01","Parinari parilis","a","18"
"660","TAM-05","Inga chartacea","d","23"
"661","TAM-05","Duguetia odorata","f","35"
"662","TAM-05","Diospyros melinonii","f","21"
"663","TAM-05","Aiouea grandifolia","e","15"
"664","TAM-05","Calycophyllum acreanum","f","76"
"665","ESP-01","Persea indet","b","21"
"666","TRU-04","Brunellia weberbaueri","d","13"
"667","TAM-05","Xylopia calophylla","f","35"
"668","TAM-05","Malmea dielsiana","f","35"
"669","PAN-02","Tachigali setifera","b","30"
"670","SPD-01","Quiina amazonica","f","18"
"671","SPD-02","Hillia parasitica","e","12"
"672","TAM-05","Cordia hebeclada","h","35"
"673","TAM-05","Miconia pyrifolia","d","91"
"674","TAM-05","Inga thibaudiana","b","11"
"675","TAM-05","Inga nobilis","d","23"
"676","SPD-02","Cordia panamensis","h","35"
"677","TAM-06","Cordia nodosa","h","35"
"678","ACJ-01","Sessea dependens","i","43"
"679","TAM-05","Symphonia globulifera","e","12"
"680","PAN-03","Inga heterophylla","d","23"
"681","SPD-01","Alchornea acutifolia","c","15"
"682","SPD-02","Mollinedia indet","c","18"
"683","TAM-06","Pouteria bangii","c","6"
"684","SPD-02","Perebea guianensis","e","21"
"685","TAM-05","Acalypha indet","f","136"
"686","PAN-02","Casearia ulmifolia","h","42"
"687","SPD-02","Phyllanthus attenuatus","e","12"
"688","TAM-05","Mouriri nigra","f","133"
"689","TAM-06","Iryanthera juruensis","f","15"
"690","TRU-04","Myrsine andina","a","27"
"691","PAN-03","Matisia malacocalyx","f","23"
"692","TAM-06","Sorocea pileata","e","4"
"693","TAM-05","Cecropia ficifolia","d","7"
"694","PAN-02","Miconia indet","b","30"
"695","TAM-06","Maquira calophylla","e","4"
"696","SPD-01","Nectandra indet","d","9"
"697","TAM-05","Licania canescens","c","18"
"698","TAM-06","Tetragastris panamensis","f","12"
"699","TAM-05","Eugenia florida","h","77"
"700","PAN-03","Miconia indet","b","30"
"701","TAM-05","Aspidosperma spruceanum","f","15"
"702","ESP-01","Gaiadendron punctatum","h","15"
"703","SPD-02","Plinia indet","h","4"
"704","TAM-05","Oenocarpus indet","h","2"
"705","PAN-03","Lonchocarpus indet","e","15"
"706","TAM-05","Aniba canelilla","e","15"
"707","TAM-06","Quararibea wittii","f","23"
"708","PAN-02","Minquartia guianensis","h","6"
"709","SPD-02","Hieronyma macrocarpa","a","12"
"710","PAN-03","Dendrobangia boliviana","h","1"
"711","SPD-02","Hieronyma indet","c","12"
"712","TAM-05","Inga capitata","d","23"
"713","TAM-06","Urera capitata","f","110"
"714","PAN-03","Neea indet","h","23"
"715","TAM-06","Triplaris cumingiana","h","2"
"716","TAM-05","Mabea indet","f","136"
"717","ESP-01","Bejaria aestuans","i","225"
"718","TRU-04","Symplocos reflexa","b","27"
"719","TAM-06","Theobroma cacao","f","23"
"720","SPD-01","Leandra indet","e","9"
"721","TAM-06","Triplaris peruviana","h","2"
"722","TAM-06","Triplaris poeppigiana","h","2"
"723","TAM-05","Faramea glandulosa","d","18"
"724","ESP-01","Clethra castaneifolia","d","33"
"725","TAM-05","Duguetia lucida","f","35"
"726","TAM-05","Pouteria tarapotensis","c","8"
"727","TAM-05","Cedrelinga cateniformis","a","6"
"728","PAN-03","Guatteria dielsiana","d","35"
"729","TAM-06","Ocotea indet","b","40"
"730","PAN-02","Vitex triflora","h","9"
"731","PAN-03","Pourouma minor","b","9"
"732","TAM-05","Hieronyma oblonga","d","12"
"733","TAM-05","Xylopia trichostemon","f","35"
"734","TAM-05","Inga acreana","d","23"
"735","TAM-06","Lindackeria paludosa","h","1"
"736","TAM-05","Tachigali bracteosa","c","6"
"737","PAN-03","Aspidosperma parvifolium","f","15"
"738","ESP-01","Cinchona macrocalyx","d","33"
"739","ESP-01","Baccharis salicifolia","f","1"
"740","SPD-02","Miconia cretacea","d","91"
"741","SPD-02","Hieronyma oblonga","c","12"
"742","TAM-05","Pouteria procera","c","8"
"743","TAM-06","Jacaratia digitata","h","3"
"744","TAM-05","Pourouma cecropiifolia","c","12"
"745","TAM-05","Maquira guianensis","e","33"
"746","TAM-05","Iryanthera olacoides","f","15"
"747","TAM-06","Inga laurina","d","23"
"748","TAM-05","Thyrsodium spruceanum","f","32"
"749","SPD-01","Cinchona indet","d","33"
"750","TAM-06","Chrysophyllum indet","b","18"
"751","SPD-02","Miconia spennerostachya","d","91"
"752","TAM-06","Sloanea stipitata","d","42"
"753","PAN-03","Persea peruviana","d","36"
"754","SPD-02","Quararibea wittii","e","11"
"755","TAM-06","Drypetes amazonica","h","6"
"756","SPD-02","Casearia indet","h","42"
"757","TAM-05","Pouteria cladantha","c","8"
"758","TAM-06","Inga chartacea","d","23"
"759","ACJ-01","Gynoxys nitida","f","1"
"760","TAM-06","Virola elongata","d","15"
"761","PAN-03","Mollinedia killipii","d","18"
"762","TAM-06","Duguetia spixiana","f","35"
"763","TAM-05","Guatteria indet","d","35"
"764","TAM-05","Miconia dolichorrhyncha","d","91"
"765","TAM-05","Guatteria citriodora","d","35"
"766","SPD-01","Alchornea brittonii","c","15"
"767","TAM-05","Chimarrhis indet","f","76"
"768","TAM-05","Terminalia amazonia","h","23"
"769","TAM-05","Moronobea coccinea","e","12"
"770","TAM-05","Ocotea cuprea","c","15"
"771","SPD-02","Miconia axinaeoides","d","91"
"772","SPD-02","Chrysochlamys ulei","f","181"
"773","TAM-05","Ouratea castaneifolia","c","18"
"774","TAM-05","Bertholletia excelsa","e","12"
"775","SPD-02","Elaeagia myriantha","d","16"
"776","TAM-06","Guatteria alutacea","d","35"
"777","TAM-05","Lacistema aggregatum","h","24"
"778","TRU-04","Hedyosmum translucidum","b","18"
"779","TAM-05","Bellucia pentamera","b","18"
"780","SPD-02","Ficus maxima","a","6"
"781","SPD-01","Licania macrocarpa","d","18"
"782","SPD-02","Byrsonima poeppigiana","h","3"
"783","TAM-06","Iryanthera indet","f","15"
"784","PAN-03","Licania micrantha","d","18"
"785","TAM-06","Virola surinamensis","d","15"
"786","PAN-03","Sloanea latifolia","c","42"
"787","ESP-01","Cinchona calisaya","b","21"
"788","TAM-05","Inga acuminata","d","23"
"789","TAM-06","Iryanthera laevis","f","15"
"790","SPD-02","Piper obliquum","h","45"
"791","PAN-02","Sloanea spathulata","d","42"
"792","TAM-06","Leonia crassa","d","12"
"793","TAM-06","Prunus detrita","d","45"
"794","SPD-02","Prunus detrita","d","45"
"795","TAM-06","Trichilia pallida","f","9"
"796","ACJ-01","Myrsine andina","b","27"
"797","TAM-05","Aspidosperma tambopatense","f","15"
"798","TAM-06","Trichilia septentrionalis","f","9"
"799","TAM-05","Pouteria torta","a","8"
"800","ESP-01","Weinmannia reticulata","b","18"
"801","PAN-03","Micropholis egensis","c","18"
"802","TAM-06","Pterocarpus amazonicus","d","9"
"803","SPD-02","Lacistema aggregatum","h","24"
"804","TAM-05","Talisia mollis","h","4"
"805","PAN-03","Cyathea andina","d","24"
"806","PAN-03","Elaeoluma nuda","e","18"
"807","TAM-06","Caraipa myrcioides","f","12"
"808","SPD-01","Miconia micropetala","b","18"
"809","PAN-03","Sloanea pubescens","c","42"
"810","SPD-01","Bathysa peruviana","e","16"
"811","TAM-06","Oxandra acuminata","f","35"
"812","SPD-02","Inga vismiifolia","d","23"
"813","ESP-01","Symplocos psiloclada","c","27"
"814","TAM-05","Dialium guianense","e","21"
"815","PAN-03","Enterolobium indet","e","15"
"816","PAN-03","Amaioua corymbosa","e","27"
"817","TAM-06","Licania harlingii","d","18"
"818","TAM-06","Inga leiocalycina","d","23"
"819","SPD-02","Oreopanax indet","d","20"
"820","TAM-06","Guapira myrtiflora","h","2"
"821","TAM-06","Manilkara inundata","e","6"
"822","TAM-05","Licaria cannella","e","15"
"823","TAM-06","Endlicheria ruforamula","d","18"
"824","TAM-06","Pouteria trilocularis","c","6"
"825","TAM-06","Rinorea indet","f","12"
"826","TAM-06","Tachigali vasquezii","d","36"
"827","SPD-01","Alchornea anamariae","c","15"
"828","PAN-02","Couratari guianensis","f","12"
"829","PAN-03","Endlicheria indet","d","18"
"830","SPD-02","Mezilaurus campaucola","e","27"
"831","PAN-03","Prunus debilis","b","15"
"832","TAM-06","Rollinia micrantha","f","35"
"833","TAM-06","Piper indet","h","45"
"834","TAM-05","Alibertia indet","f","76"
"835","TAM-06","Neea spruceana","h","23"
"836","TAM-05","Virola indet","d","15"
"837","TAM-06","Ampelocera verrucosa","h","4"
"838","TAM-06","Nectandra globosa","d","9"
"839","PAN-03","Calophyllum indet","d","12"
"840","SPD-02","Guarea kunthiana","a","9"
"841","TAM-06","Compsoneura indet","f","15"
"842","SPD-01","Miconia lamprophylla","d","91"
"843","TAM-06","Vismia cayennensis","d","10"
"844","TAM-06","Jacaranda copaia","d","12"
"845","TAM-05","Inga indet","b","12"
"846","SPD-02","Eschweilera baguensis","d","12"
"847","PAN-02","Aspidosperma indet","f","15"
"848","TAM-06","Acalypha mapirensis","f","136"
"849","PAN-03","Trichilia havanensis","f","9"
"850","TAM-06","Geonoma brongniartii","h","12"
"851","SPD-01","Weinmannia lechleriana","d","124"
"852","SPD-01","Miconia coelestis","d","91"
"853","TAM-06","Siparuna decipiens","h","12"
"854","TAM-06","Prunus amplifolia","d","45"
"855","TAM-05","Socratea exorrhiza","h","1"
"856","TAM-06","Plinia indet","h","4"
"857","SPD-01","Calatola costaricensis","h","1"
"858","TAM-05","Inga acrocephala","d","23"
"859","TAM-06","Dialium guianense","f","74"
"860","TAM-06","Xylosma intermedia","h","5"
"861","PAN-03","Ferdinandusa indet","e","27"
"862","TAM-06","Ampelocera indet","h","4"
"863","TAM-05","Mouriri apiranga","f","133"
"864","TAM-06","Cordia lomatoloba","h","35"
"865","TAM-06","Ceiba insignis","f","23"
"866","TAM-06","Naucleopsis ternstroemiiflora","e","4"
"867","TAM-06","Trema integerrima","e","6"
"868","TAM-06","Inga tomentosa","d","23"
"869","SPD-02","Ficus apollinaris","c","6"
"870","SPD-02","Neea divaricata","h","23"
"871","TAM-06","Allophylus pilosus","h","7"
"872","ESP-01","Myrsine indet","c","18"
"873","PAN-03","Eugenia biflora","h","77"
"874","TAM-05","Inga leiocalycina","d","23"
"875","TAM-06","Quararibea indet","f","23"
"876","TAM-06","Astronium lecointei","f","32"
"877","PAN-03","Chrysophyllum indet","b","18"
"878","TAM-06","Ormosia panamensis","f","74"
"879","TAM-06","Inga oerstediana","d","23"
"880","TAM-05","Tachigali vasquezii","c","6"
"881","TAM-06","Guarea kunthiana","b","9"
"882","TAM-05","Nectandra cuspidata","d","9"
"883","TAM-05","Trattinnickia peruviana","f","12"
"884","TAM-05","Brosimum rubescens","c","6"
"885","TAM-06","Trichilia poeppigii","f","9"
"886","TAM-05","Heisteria spruceana","h","17"
"887","TAM-06","Chimarrhis hookeri","f","76"
"888","TAM-05","Rollinia pittieri","f","35"
"889","TAM-06","Astrocaryum chonta","h","3"
"890","PAN-03","Aspidosperma excelsum","f","15"
"891","SPD-01","Cissus trianae","h","2"
"892","TAM-06","Gloeospermum sphaerocarpum","f","12"
"893","TAM-06","Pleurothyrium williamsii","f","153"
"894","TAM-05","Leonia racemosa","c","12"
"895","TAM-06","Cordia indet","h","35"
"896","PAN-03","Talisia indet","h","4"
"897","SPD-01","Magnolia amazonica","h","31"
"898","TAM-06","Oxandra riedeliana","f","35"
"899","SPD-01","Miconia dolichorrhyncha","d","91"
"900","PAN-03","Pouteria torta","b","32"
"901","SPD-02","Lissocarpa indet","b","21"
"902","TAM-06","Brosimum lactescens","b","6"
"903","SPD-02","Unonopsis guatterioides","e","18"
"904","TAM-05","Peltogyne floribunda","e","21"
"905","TAM-05","Aspidosperma desmanthum","f","15"
"906","PAN-02","Qualea acuminata","d","9"
"907","SPD-02","Dussia tessmannii","e","15"
"908","TAM-05","Eschweilera juruensis","c","12"
"909","PAN-02","Pourouma bicolor","a","15"
"910","PAN-02","Pourouma minor","a","3"
"911","SPD-02","Ocotea longifolia","d","90"
"912","PAN-02","Ocotea javitensis","c","26"
"913","PAN-03","Sloanea indet","c","42"
"914","TAM-05","Virola multinervia","d","15"
"915","TAM-06","Nectandra cissiflora","d","9"
"916","PAN-02","Ocotea bofo","a","9"
"917","TAM-05","Nectandra pulverulenta","d","9"
"918","PAN-02","Sloanea laxiflora","d","42"
"919","PAN-02","Humiriastrum colombianum","i","2"
"920","PAN-03","Ocotea javitensis","c","9"
"921","SPD-02","Sapium indet","c","10"
"922","PAN-02","Xylopia calophylla","f","35"
"923","TAM-05","Glycydendron amazonicum","f","136"
"924","PAN-02","Chrysophyllum argenteum","d","18"
"925","TAM-06","Cecropia sciadophylla","d","7"
"926","PAN-02","Qualea indet","d","9"
"927","PAN-03","Inga ruiziana","d","23"
"928","TRU-04","Ruagea subviridiflora","f","9"
"929","PAN-02","Inga thibaudiana","a","11"
"930","PAN-03","Schefflera sprucei","f","31"
"931","TAM-06","Inga acreana","d","23"
"932","PAN-02","Meliosma loretoyacuensis","d","36"
"933","SPD-01","Prunus integrifolia","b","24"
"934","TRU-04","Cyathea divergens","c","15"
"935","PAN-03","Annona indet","f","35"
"936","TAM-05","Tetragastris altissima","f","12"
"937","PAN-02","Pouteria reticulata","d","32"
"938","TAM-06","Gallesia integrifolia","h","2"
"939","ACJ-01","Myrsine dependens","d","84"
"940","PAN-02","Herrania nitida","f","23"
"941","PAN-03","Meliosma indet","b","6"
"942","PAN-02","Pouteria coriacea","d","32"
"943","TAM-05","Cordia ucayaliensis","h","35"
"944","PAN-03","Inga gracilifolia","d","23"
"945","TAM-05","Nectandra longifolia","d","9"
"946","PAN-02","Andira inermis","e","11"
"947","PAN-02","Bathysa australis","f","76"
"948","TAM-06","Diplotropis indet","f","74"
"949","TAM-06","Rollinia pittieri","f","35"
"950","TAM-06","Coccoloba densifrons","h","16"
"951","SPD-02","Prunus indet","b","6"
"952","PAN-02","Hirtella triandra","f","36"
"953","SPD-01","Tovomita indet","e","24"
"954","SPD-02","Byrsonima indet","h","3"
"955","PAN-02","Ocotea obovata","c","26"
"956","PAN-02","Doliocarpus dentatus","i","18"
"957","TAM-05","Inga coriacea","d","23"
"958","TAM-05","Pouteria caimito","c","8"
"959","SPD-01","Matayba guianensis","h","6"
"960","PAN-02","Piptadenia cuzcoensis","e","11"
"961","PAN-02","Cecropia sciadophylla","d","7"
"962","ESP-01","Hedyosmum scabrum","c","18"
"963","SPD-01","Prunus detrita","c","6"
"964","SPD-02","Sloanea fragrans","d","42"
"965","TAM-05","Pithecellobium corymbosum","e","21"
"966","TAM-06","Inga coruscans","d","23"
"967","TAM-05","Oxandra xylopioides","f","35"
"968","PAN-02","Casearia arborea","h","42"
"969","TAM-05","Crepidospermum indet","f","12"
"970","TAM-06","Swartzia leptopetala","f","74"
"971","SPD-01","Licaria indet","e","12"
"972","SPD-01","Dioicodendron dioicum","e","16"
"973","TAM-05","Jacaranda obtusifolia","d","12"
"974","PAN-03","Miconia punctata","d","91"
"975","WAY-01","Ageratina indet","e","1"
"976","SPD-02","Jacaranda glabra","b","12"
"977","PAN-02","Pseudolmedia laevigata","b","18"
"978","TAM-06","Pouteria guianensis","c","6"
"979","PAN-03","Hebepetalum humiriifolium","b","18"
"980","ESP-01","Meliosma glabrata","c","30"
"981","TAM-06","Tontelea attenuata","i","66"
"982","PAN-02","Piptadenia boliviana","e","11"
"983","PAN-03","Clusia indet","b","30"
"984","WAY-01","Meliosma frondosa","b","30"
"985","SPD-01","Miconia galactantha","d","91"
"986","PAN-02","Heisteria duckei","h","17"
"987","TAM-06","Amaioua corymbosa","f","76"
"988","TAM-05","Sloanea indet","d","42"
"989","PAN-02","Pouteria torta","b","32"
"990","TAM-05","Scheelea butyracea","i","61"
"991","PAN-02","Ferdinandusa chlorantha","f","76"
"992","PAN-03","Persea indet","b","21"
"993","TRU-04","Clethra indet","d","33"
"994","TAM-06","Anthodiscus klugii","d","12"
"995","TAM-05","Neea indet","h","23"
"996","SPD-02","Meliosma boliviensis","d","36"
"997","TAM-06","Quiina florida","f","18"
"998","SPD-02","Endlicheria krukovii","c","18"
"999","PAN-02","Sloanea laurifolia","d","42"
"1000","TAM-06","Aniba panurensis","f","153"
"1001","PAN-02","Meliosma herbertii","d","36"
"1002","PAN-02","Pouteria juruana","d","32"
"1003","SPD-02","Myrcia indet","h","13"
"1004","TAM-05","Pleurothyrium vasquezii","e","15"
"1005","PAN-02","Bauhinia indet","e","11"
"1006","TAM-05","Dilodendron elegans","h","1"
"1007","TAM-06","Hymenaea oblongifolia","f","74"
"1008","PAN-02","Hieronyma indet","d","12"
"1009","PAN-03","Alibertia indet","e","27"
"1010","TAM-05","Cordia indet","h","35"
"1011","PAN-02","Micropholis guyanensis","b","18"
"1012","PAN-02","Sarcaulus indet","f","68"
"1013","TAM-06","Swartzia indet","f","74"
"1014","TRU-04","Clusia trochiformis","b","17"
"1015","PAN-02","Hirtella indet","f","36"
"1016","PAN-02","Inga alba","c","11"
"1017","PAN-03","Trichilia indet","f","9"
"1018","TAM-05","Licania octandra","c","18"
"1019","TAM-05","Coussapoa trinervia","d","34"
"1020","PAN-02","Miconia modica","d","91"
"1021","SPD-02","Nectandra cissiflora","c","9"
"1022","PAN-02","Couepia ulei","f","36"
"1023","TAM-05","Aniba taubertiana","e","15"
"1024","TAM-06","Dipteryx odorata","f","74"
"1025","TAM-06","Ficus maxima","b","6"
"1026","TAM-06","Triplaris americana","h","2"
"1027","TAM-05","Cupania scrobiculata","h","9"
"1028","PAN-03","Eugenia feijoi","h","77"
"1029","PAN-03","Heisteria duckei","h","17"
"1030","PAN-02","Inga heterophylla","c","11"
"1031","TAM-05","Astronium lecointei","f","32"
"1032","TAM-05","Swartzia macrostachya","e","21"
"1033","PAN-02","Parinari indet","d","18"
"1034","SPD-02","Parinari parilis","b","18"
"1035","PAN-02","Virola elongata","d","15"
"1036","TAM-06","Genipa americana","f","76"
"1037","TAM-05","Neea macrophylla","h","23"
"1038","TAM-05","Miconia impetiolaris","d","91"
"1039","PAN-03","Siphoneugena indet","i","213"
"1040","PAN-02","Lonchocarpus seorsus","e","11"
"1041","PAN-03","Ferdinandusa guainiae","e","27"
"1042","PAN-03","Dacryodes peruviana","f","12"
"1043","SPD-02","Heliocarpus americanus","a","11"
"1044","WAY-01","Meliosma indet","b","6"
"1045","SPD-01","Vismia tomentosa","d","10"
"1046","PAN-02","Ecclinusa lanceolata","f","68"
"1047","ESP-01","Hedyosmum peruvianum","c","18"
"1048","SPD-02","Psychotria indet","e","12"
"1049","PAN-02","Ocotea insularis","a","17"
"1050","WAY-01","Dicksonia sellowiana","h","2"
"1051","ESP-01","Persea mutisii","d","36"
"1052","SPD-01","Beilschmiedia tovarensis","e","12"
"1053","TAM-06","Garcinia madruno","f","181"
"1054","ESP-01","Dicksonia sellowiana","h","2"
"1055","PAN-02","Helicostylis elegans","e","18"
"1056","PAN-02","Protium sagotianum","d","12"
"1057","TAM-06","Laetia corymbulosa","h","1"
"1058","TAM-06","Cinnamomum triplinerve","f","153"
"1059","PAN-02","Inga brachyrhachis","c","11"
"1060","PAN-03","Pourouma guianensis","b","6"
"1061","PAN-02","Ecclinusa ramiflora","f","68"
"1062","PAN-02","Pouteria bangii","d","32"
"1063","PAN-02","Inga gracilifolia","c","11"
"1064","TAM-05","Hymenaea parvifolia","e","21"
"1065","TAM-06","Schizolobium parahyba","f","74"
"1066","SPD-02","Coussarea paniculata","e","12"
"1067","PAN-02","Pouteria indet","d","32"
"1068","SPD-02","Morus insignis","e","21"
"1069","PAN-02","Dussia tessmannii","e","11"
"1070","PAN-03","Beilschmiedia tovarensis","e","9"
"1071","SPD-02","Pleurothyrium cuneifolium","e","27"
"1072","WAY-01","Podocarpus oleifolius","f","3"
"1073","ACJ-01","Prunus huantensis","d","45"
"1074","SPD-02","Ficus trigona","c","6"
"1075","PAN-02","Licania micrantha","d","18"
"1076","PAN-03","Protium opacum","d","12"
"1077","TAM-06","Brosimum utile","c","4"
"1078","PAN-03","Myrcia fallax","h","13"
"1079","TRU-04","Symplocos indet","d","76"
"1080","TAM-06","Triplaris indet","h","2"
"1081","TAM-05","Zygia indet","e","21"
"1082","WAY-01","Monnina connectisepala","i","3"
"1083","WAY-01","Cyathea pallescens","d","24"
"1084","PAN-02","Inga auristellae","c","11"
"1085","TAM-06","Beilschmiedia indet","f","153"
"1086","WAY-01","Cyathea indet","b","9"
"1087","PAN-02","Miconia coelestis","d","91"
"1088","PAN-03","Inga cordatoalata","d","23"
"1089","SPD-02","Cupania rubiginosa","h","9"
"1090","TAM-06","Trichilia indet","f","9"
"1091","WAY-01","Nectandra indet","d","9"
"1092","SPD-02","Ruagea glabra","e","9"
"1093","PAN-02","Dendrobangia boliviana","h","1"
"1094","SPD-02","Perrottetia sessiliflora","a","18"
"1095","SPD-02","Inga edulis","d","23"
"1096","TAM-06","Prunus indet","b","6"
"1097","PAN-03","Virola elongata","d","15"
"1098","PAN-02","Myrcia splendens","h","13"
"1099","PAN-02","Persea indet","b","21"
"1100","PAN-03","Maytenus indet","h","37"
"1101","PAN-02","Helicostylis tomentosa","e","18"
"1102","PAN-03","Guapira noxia","h","2"
"1103","SPD-02","Inga pezizifera","d","23"
"1104","PAN-02","Cecropia strigosa","d","7"
"1105","PAN-02","Cecropia distachya","d","7"
"1106","SPD-02","Coussarea ecuadorensis","e","12"
"1107","SPD-02","Styloceras brokawii","i","4"
"1108","TRU-04","Gaiadendron punctatum","h","15"
"1109","SPD-02","Garcinia madruno","f","181"
"1110","TAM-05","Casearia javitensis","h","42"
"1111","WAY-01","Schefflera indet","f","31"
"1112","PAN-02","Iryanthera juruensis","f","15"
"1113","ESP-01","Clethra cuneata","b","33"
"1114","PAN-02","Cordia mexiana","h","35"
"1115","PAN-02","Pouteria sagotiana","d","32"
"1116","SPD-02","Miconia peruviana","d","91"
"1117","SPD-02","Urera baccifera","e","40"
"1118","WAY-01","Symplocos psiloclada","d","76"
"1119","SPD-01","Myrcia mollis","h","13"
"1120","PAN-02","Pseudolmedia laevis","b","3"
"1121","PAN-03","Pourouma cuspidata","c","12"
"1122","PAN-02","Brosimum rubescens","d","10"
"1123","TRU-04","Dicksonia sellowiana","h","2"
"1124","SPD-02","Guatteria indet","c","18"
"1125","ESP-01","Vallea stipularis","f","42"
"1126","PAN-02","Cordia ulei","h","35"
"1127","PAN-02","Iriartea deltoidea","h","1"
"1128","PAN-03","Schefflera morototoni","f","31"
"1129","PAN-03","Lacmellea peruviana","f","15"
"1130","PAN-03","Tetragastris panamensis","f","12"
"1131","PAN-03","Mollinedia lanceolata","b","18"
"1132","PAN-03","Aniba panurensis","e","9"
"1133","SPD-02","Ampelocera edentula","h","4"
"1134","PAN-02","Guarea indet","d","9"
"1135","SPD-02","Hasseltia floribunda","h","2"
"1136","WAY-01","Hesperomeles indet","c","15"
"1137","PAN-02","Myrcia minutiflora","h","13"
"1138","PAN-03","Palicourea guianensis","e","27"
"1139","TAM-06","Aspidosperma tambopatense","f","15"
"1140","PAN-02","Sloanea robusta","d","42"
"1141","PAN-02","Pourouma cecropiifolia","c","27"
"1142","PAN-02","Ormosia indet","e","11"
"1143","PAN-02","Inga capitata","c","11"
"1144","PAN-02","Micropholis egensis","d","18"
"1145","PAN-02","Cybianthus timanae","f","84"
"1146","SPD-02","Miconia astroplocama","d","91"
"1147","TRU-04","Plinia indet","h","4"
"1148","PAN-02","Sloanea sinemariensis","b","6"
"1149","SPD-02","Guettarda crispiflora","e","12"
"1150","PAN-02","Quararibea wittii","f","23"
"1151","SPD-02","Nectandra lineata","c","9"
"1152","SPD-02","Inga indet","b","12"
"1153","PAN-02","Warszewiczia coccinea","f","76"
"1154","SPD-01","Virola sebifera","b","15"
"1155","PAN-02","Chrysophyllum manaosense","d","18"
"1156","SPD-01","Psychotria indet","e","16"
"1157","PAN-02","Sloanea obtusifolia","d","42"
"1158","SPD-02","Dendropanax weberbaueri","d","11"
"1159","PAN-02","Tachigali poeppigiana","d","36"
"1160","SPD-01","Clethra revoluta","d","33"
"1161","SPD-01","Meliosma boliviensis","c","6"
"1162","SPD-01","Ilex nervosa","c","15"
"1163","PAN-02","Machaerium duckeanum","e","11"
"1164","PAN-02","Faramea torquata","b","18"
"1165","PAN-02","Guatteria duodecima","d","35"
"1166","SPD-02","Urera caracasana","e","40"
"1167","PAN-02","Sloanea meianthera","b","18"
"1168","TAM-06","Clarisia biflora","d","6"
