"","plot_i","sp_i","level_used","sample_size"
"84","WAY-01","Miconia indet","b","24"
"85","ACJ-01","Symplocos baehnii","a","34"
"86","ESP-01","Weinmannia bangii","a","21"
"87","SPD-02","Cinchona micrantha","a","12"
"88","TAM-05","Pourouma minor","a","6"
"89","SPD-01","Turpinia occidentalis","f","10"
"90","SPD-01","Hieronyma indet","d","12"
"91","TAM-06","Myroxylon balsamum","f","68"
"92","SPD-01","Myrcia fallax","h","2"
"93","WAY-01","Ocotea indet","b","40"
"94","WAY-01","Viburnum reticulatum","h","25"
"95","WAY-01","Freziera parva","b","21"
"96","ACJ-01","Miconia setulosa","a","24"
"97","ESP-01","Axinaea indet","d","11"
"98","PAN-03","Abarema jupunba","e","15"
"99","SPD-01","Pseudolmedia rigida","a","15"
"100","SPD-02","Vochysia indet","f","9"
"101","TAM-05","Macoubea guianensis","f","15"
"102","TAM-06","Tetragastris altissima","f","12"
"103","TRU-04","Myrsine coriacea","a","24"
"104","WAY-01","Pentacalia sp. 28009(CSP)","a","2"
"105","TAM-05","Inga alba","d","18"
"106","SPD-01","Hedyosmum peruvianum","c","11"
"107","SPD-01","Guettarda crispiflora","e","14"
"108","SPD-01","Cupania indet","h","8"
"109","WAY-01","Prunus indet","b","6"
"110","SPD-01","Miconia ternatifolia","d","85"
"111","ESP-01","Meliosma frondosa","a","30"
"112","SPD-02","Pourouma bicolor","a","18"
"113","TAM-05","Pterocarpus indet","a","9"
"114","TAM-06","Trigynaea duckei","f","35"
"115","WAY-01","Clusia alata","a","18"
"116","SPD-01","Pourouma bicolor","b","32"
"117","SPD-01","Inga nobilis","c","8"
"118","ACJ-01","Symplocos psiloclada","c","49"
"119","PAN-03","Sloanea guianensis","a","18"
"120","SPD-02","Inga killipiana","d","18"
"121","TAM-05","Ouratea indet","a","17"
"122","TAM-06","Pseudolmedia laevis","b","2"
"123","SPD-01","Heliocarpus americanus","b","11"
"124","SPD-01","Cupania rubiginosa","h","8"
"125","SPD-01","Endlicheria indet","d","18"
"126","WAY-01","Oreopanax indet","d","20"
"127","SPD-01","Casearia zahlbruckneri","h","24"
"128","SPD-01","Guarea indet","d","9"
"129","PAN-03","Inga nobilis","d","18"
"130","SPD-02","Tachigali setifera","a","14"
"131","TAM-05","Inga heterophylla","d","18"
"132","TAM-06","Brosimum alicastrum","a","4"
"133","SPD-01","Erythroxylum squamatum","h","5"
"134","SPD-01","Sloanea fragrans","d","38"
"135","SPD-01","Oreopanax capitatus","d","20"
"136","WAY-01","Hesperomeles ferruginea","a","9"
"137","SPD-01","Meliosma indet","a","5"
"138","PAN-03","Joosia umbellifera","e","27"
"139","TAM-05","Iriartea deltoidea","i","26"
"140","WAY-01","Hedyosmum maximum","a","3"
"141","TAM-06","Celtis iguanaea","c","6"
"142","SPD-01","Rudgea foveolata","e","14"
"143","SPD-01","Guarea kunthiana","b","9"
"144","WAY-01","Persea corymbosa","d","36"
"145","SPD-01","Ficus indet","c","14"
"146","SPD-01","Casearia indet","h","24"
"147","TAM-06","Capparis amplissima","h","13"
"148","ACJ-01","Weinmannia cochensis","d","117"
"149","PAN-02","Alchornea glandulosa","d","69"
"150","PAN-03","Tachigali setifera","a","15"
"151","SPD-02","Miconia indet","b","24"
"152","TAM-05","Amaioua guianensis","f","74"
"153","TAM-06","Terminalia amazonia","h","8"
"154","TRU-04","Cinchona macrocalyx","c","21"
"155","ACJ-01","Pentacalia indet","d","2"
"156","ESP-01","Miconia indet","b","24"
"157","PAN-03","Schizocalyx obovatus ","a","9"
"158","SPD-01","Plinia indet","i","63"
"159","TAM-05","Alchornea triplinervia","d","69"
"160","TAM-06","Iriartea deltoidea","i","26"
"161","TRU-04","Clusia alata","a","28"
"162","SPD-01","Isertia laevis","e","14"
"163","SPD-01","Eugenia florida","h","30"
"164","SPD-01","Symplocos arechea","d","76"
"165","SPD-01","Meriania indet","a","9"
"166","ESP-01","Nectandra indet","d","9"
"167","PAN-03","Inga indet","b","8"
"168","SPD-02","Licaria cannella","e","27"
"169","TAM-05","Pseudolmedia macrophylla","c","18"
"170","SPD-01","Guatteria duodecima","c","17"
"171","SPD-01","Mollinedia simulans","d","18"
"172","SPD-02","Virola sebifera","a","15"
"173","TAM-05","Iryanthera juruensis","f","15"
"174","SPD-01","Guatteria indet","c","17"
"175","SPD-01","Byrsonima indet","h","1"
"176","SPD-01","Ormosia indet","e","8"
"177","ACJ-01","Weinmannia fagaroides","d","117"
"178","PAN-03","Caryocar amygdaliforme","a","21"
"179","SPD-01","Pourouma mollis","b","21"
"180","SPD-02","Nectandra indet","c","9"
"181","SPD-01","Endlicheria griseo-sericea","d","18"
"182","ACJ-01","Miconia indet","b","24"
"183","ESP-01","Aniba indet","f","147"
"184","PAN-03","Protium sagotianum","d","12"
"185","SPD-01","Dendropanax indet","a","11"
"186","SPD-02","Inga nobilis","d","18"
"187","TAM-06","Sloanea obtusifolia","d","38"
"188","SPD-01","Tapirira obtusa","b","6"
"189","SPD-01","Roupala monosperma","h","4"
"190","SPD-02","Neea parviflora","i","1"
"191","TAM-06","Scheelea cephalotes","i","26"
"192","SPD-01","Trichilia indet","f","9"
"193","SPD-01","Myrsine youngii","d","76"
"194","SPD-01","Weinmannia pinnata","d","117"
"195","ESP-01","Myrsine coriacea","a","18"
"196","SPD-01","Elaeagia mariae","c","14"
"197","SPD-02","Cecropia angustifolia","a","6"
"198","SPD-01","Clarisia indet","d","6"
"199","TAM-05","Inga tenuistipula","d","18"
"200","SPD-01","Ficus americana","a","14"
"201","PAN-03","Hevea guianensis","a","9"
"202","SPD-01","Phyllanthus attenuatus","f","12"
"203","PAN-03","Tapirira guianensis","b","16"
"204","SPD-01","Piper obliquum","h","11"
"205","TAM-06","Ficus schultesii","d","20"
"206","SPD-01","Viburnum hallii","h","25"
"207","TAM-06","Inga indet","b","8"
"208","SPD-01","Trattinnickia burserifolia","e","12"
"209","ESP-01","Clusia elliptica","a","11"
"210","SPD-02","Mollinedia lanceolata","a","18"
"211","WAY-01","Weinmannia auriculata","c","30"
"212","TAM-06","Theobroma speciosum","f","23"
"213","TAM-05","Miconia punctata","d","85"
"214","ACJ-01","Hedyosmum indet","a","30"
"215","PAN-02","Pourouma mollis","a","9"
"216","SPD-01","Pouteria torta","a","18"
"217","SPD-02","Ceiba samauma","e","11"
"218","TRU-04","Miconia micropetala","b","18"
"219","SPD-02","Meliosma indet","b","5"
"220","TAM-05","Pseudolmedia laevigata","a","16"
"221","SPD-01","Ocotea indet","a","12"
"222","ESP-01","Symplocos reflexa","a","27"
"223","PAN-03","Brosimum utile","d","10"
"224","TAM-05","Tapirira guianensis","b","16"
"225","WAY-01","Clethra indet","c","13"
"226","TAM-05","Bixa arborea","a","13"
"227","TAM-06","Symphonia globulifera","f","172"
"228","SPD-01","Mollinedia indet","d","18"
"229","SPD-01","Mollinedia racemosa","d","18"
"230","SPD-02","Brunellia stenoptera","a","10"
"231","TAM-05","Sclerolobium bracteosum","e","21"
"232","TAM-06","Pouteria indet","c","6"
"233","SPD-01","Roupala montana","h","4"
"234","PAN-03","Micropholis guyanensis","a","13"
"235","SPD-02","Miconia elongata","d","85"
"236","TRU-04","Cinchona calisaya","a","21"
"237","TAM-05","Pourouma cucura","c","12"
"238","SPD-01","Dendropanax williamsii","c","11"
"239","PAN-03","Neea floribunda","i","1"
"240","SPD-01","Miconia spennerostachya","d","85"
"241","TAM-06","Malmea dielsiana","f","35"
"242","TAM-05","Pourouma guianensis","a","6"
"243","PAN-03","Sloanea obtusifolia","c","38"
"244","SPD-01","Saurauia indet","h","1"
"245","TAM-05","Hevea guianensis","b","9"
"246","TRU-04","Oreopanax indet","d","20"
"247","SPD-01","Lissocarpa indet","a","21"
"248","SPD-01","Protium indet","c","12"
"249","SPD-01","Hedyosmum racemosum","c","11"
"250","SPD-01","Ilex indet","c","15"
"251","SPD-01","Beilschmiedia latifolia","e","12"
"252","SPD-01","Tovomita weddelliana","e","24"
"253","PAN-03","Virola calophylla","d","15"
"254","SPD-01","Spirotheca rosea","f","23"
"255","TAM-05","Siparuna decipiens","h","2"
"256","TAM-06","Simarouba amara","h","4"
"257","TRU-04","Weinmannia reticulata","a","9"
"258","TAM-06","Parkia nitida","f","68"
"259","PAN-03","Chrysophyllum lucentifolium","d","18"
"260","SPD-01","Virola duckei","d","15"
"261","TAM-06","Inga splendens","d","18"
"262","ESP-01","Clethra indet","d","31"
"263","TRU-04","Cyathea delgadii","a","15"
"264","SPD-02","Myrsine pellucida","d","76"
"265","TAM-05","Euterpe precatoria","h","4"
"266","TAM-06","Turpinia occidentalis","f","10"
"267","TAM-06","Castilla ulei","e","4"
"268","SPD-01","Mollinedia lanceolata","b","18"
"269","TAM-06","Astrocaryum murumuru","h","1"
"270","TAM-05","Pourouma mollis","b","21"
"271","ACJ-01","Polylepis pauta","f","53"
"272","ESP-01","Miconia micropetala","a","18"
"273","PAN-02","Coussapoa manuensis","a","18"
"274","PAN-03","Protium altsonii","d","12"
"275","SPD-01","Cabralea canjerana","f","9"
"276","TAM-06","Glycydendron amazonicum","f","129"
"277","TRU-04","Clusia indet","a","28"
"278","SPD-02","Ilex gabrielleana","b","15"
"279","TAM-06","Pourouma substrigosa","d","68"
"280","SPD-01","Guatteria boliviana","c","17"
"281","TAM-05","Conceveiba guianensis","f","129"
"282","TAM-05","Sarcaulus brasiliensis","e","8"
"283","TAM-06","Aniba indet","f","147"
"284","SPD-01","Inga heterophylla","c","8"
"285","PAN-03","Sloanea meianthera","a","14"
"286","TAM-05","Eschweilera coriacea","a","8"
"287","TAM-06","Lonchocarpus indet","f","68"
"288","SPD-01","Schefflera indet","e","11"
"289","SPD-01","Panopsis pearcei","h","2"
"290","SPD-01","Clusia elliptica","a","12"
"291","SPD-01","Perrottetia distichophylla","d","18"
"292","SPD-02","Euterpe precatoria","h","4"
"293","TAM-05","Iryanthera laevis","f","15"
"294","SPD-01","Prunus indet","a","6"
"295","SPD-01","Calyptranthes indet","h","10"
"296","ACJ-01","Persea ruizii","a","15"
"297","PAN-03","Iryanthera juruensis","f","15"
"298","TAM-05","Leonia glycycarpa","a","7"
"299","TAM-06","Pourouma cecropiifolia","d","68"
"300","WAY-01","Escallonia paniculata","h","1"
"301","SPD-01","Ladenbergia oblongifolia","e","14"
"302","SPD-01","Pseudolmedia indet","c","15"
"303","TAM-05","Calycophyllum megistocaulum","f","74"
"304","TAM-06","Zanthoxylum acreanum","h","20"
"305","SPD-01","Mollinedia pulcherrima","d","18"
"306","TAM-05","Annona ambotay","f","35"
"307","SPD-01","Dendropanax cuneatus","c","11"
"308","ESP-01","Oreopanax microflorous","a","20"
"309","TRU-04","Prunus debilis","a","15"
"310","ESP-01","Hedyosmum indet","b","30"
"311","SPD-01","Clusia thurifera","a","12"
"312","ESP-01","Podocarpus oleifolius","f","3"
"313","TAM-06","Guarea gomma","d","9"
"314","SPD-02","Nectandra reticulata","a","9"
"315","SPD-01","Ternstroemia globiflora","f","21"
"316","PAN-02","Tapirira guianensis","a","15"
"317","TAM-06","Maquira guianensis","e","4"
"318","TRU-04","Gordonia fruticosa","a","24"
"319","SPD-02","Joosia umbellifera","e","12"
"320","TAM-05","Licaria aurea","e","9"
"321","TAM-06","Mabea nitida","f","129"
"322","SPD-01","Pouteria guianensis","c","18"
"323","PAN-03","Lacistema aggregatum","h","5"
"324","TAM-06","Sterculia tessmannii","f","23"
"325","TAM-06","Guarea glabra","d","9"
"326","SPD-01","Symplocos indet","d","76"
"327","PAN-02","Chrysophyllum amazonicum","d","18"
"328","ESP-01","Symplocos spruceana","c","27"
"329","SPD-02","Coussapoa villosa","a","16"
"330","TAM-06","Ruizodendron ovale","f","35"
"331","PAN-03","Cecropia polystachya","d","7"
"332","SPD-02","Endlicheria griseo-sericea","c","18"
"333","TAM-05","Roucheria punctata","a","5"
"334","TRU-04","Mollinedia ovata","d","18"
"335","PAN-03","Helicostylis tomentosa","f","102"
"336","SPD-02","Caryocar pallidum","a","14"
"337","TAM-05","Brosimum lactescens","a","6"
"338","TAM-06","Leonia glycycarpa","b","7"
"339","PAN-03","Cybianthus indet","f","76"
"340","TAM-05","Talisia cupularis","i","36"
"341","TAM-06","Tapura acreana","i","2"
"342","PAN-03","Guarea macrophylla","d","9"
"343","SPD-02","Mollinedia repanda","c","18"
"344","PAN-03","Cyathea indet","b","9"
"345","SPD-02","Tapirira guianensis","a","1"
"346","TAM-05","Hebepetalum humiriifolium","a","16"
"347","TRU-04","Weinmannia multijuga","c","39"
"348","PAN-03","Miconia splendens","d","85"
"349","SPD-01","Pleurothyrium indet","e","12"
"350","TAM-06","Eugenia indet","h","30"
"351","PAN-03","Ocotea aciphylla","c","9"
"352","SPD-01","Miconia aulocalyx","d","85"
"353","TAM-05","Minquartia guianensis","i","5"
"354","TAM-06","Celtis schippii","a","6"
"355","WAY-01","Morella pubescens","i","11"
"356","SPD-01","Caryocar amygdaliforme","b","21"
"357","TAM-06","Annona foetida","f","35"
"358","SPD-01","Chrysophyllum indet","a","18"
"359","TAM-05","Pleurothyrium indet","e","9"
"360","TAM-06","Virola calophylla","d","15"
"361","SPD-02","Rheedia brasiliensis","f","172"
"362","PAN-03","Ocotea insularis","a","9"
"363","TRU-04","Psychotria indet","e","21"
"364","PAN-03","Qualea paraensis","a","9"
"365","WAY-01","Escallonia myrtilloides","h","1"
"366","ACJ-01","Weinmannia auriculata","d","117"
"367","PAN-03","Inga capitata","d","18"
"368","TAM-06","Pouteria caimito","c","6"
"369","TAM-05","Neea divaricata","i","1"
"370","TAM-05","Matayba arborescens","h","1"
"371","TAM-05","Meliosma herbertii","d","35"
"372","TAM-06","Endlicheria formosa","d","18"
"373","PAN-03","Ocotea cuprea","c","9"
"374","PAN-03","Ocotea indet","b","40"
"375","TAM-05","Virola mollissima","d","15"
"376","TAM-06","Sapium marmieri","d","10"
"377","TAM-05","Micropholis guyanensis","b","13"
"378","TRU-04","Prunus integrifolia","b","23"
"379","SPD-02","Elaeagia mariae","d","14"
"380","TAM-05","Brosimum guianense","c","6"
"381","TAM-06","Nectandra viburnoides","d","9"
"382","ESP-01","Weinmannia crassifolia","a","27"
"383","SPD-02","Pourouma herrerensis","c","18"
"384","TAM-06","Unonopsis matthewsii","f","35"
"385","TAM-05","Hevea brasiliensis","b","12"
"386","TAM-06","Trigynaea ecuadorensis","f","35"
"387","TRU-04","Miconia indet","a","24"
"388","PAN-03","Piptadenia pteroclada","e","15"
"389","TAM-05","Tetragastris panamensis","f","12"
"390","WAY-01","Styrax pentlandianus","h","6"
"391","SPD-02","Endlicheria indet","c","18"
"392","TAM-06","Garcinia macrophylla","f","172"
"393","PAN-03","Pouteria cuspidata","d","32"
"394","SPD-02","Pouteria bilocularis","d","32"
"395","TAM-06","Hirtella excelsa","f","34"
"396","TRU-04","Nectandra indet","d","9"
"397","TAM-05","Ocotea cernua","c","9"
"398","PAN-03","Ferdinandusa chlorantha","e","27"
"399","WAY-01","Clethra castaneifolia","c","13"
"400","TAM-05","Matayba purgans","h","1"
"401","TAM-06","Apeiba membranacea","f","23"
"402","TAM-05","Anthodiscus peruanus","a","11"
"403","PAN-02","Jacaranda glabra","a","12"
"404","PAN-03","Senefeldera inclinata","a","12"
"405","SPD-02","Palicourea indet","e","12"
"406","TAM-06","Ocotea bofo","b","18"
"407","PAN-03","Cecropia indet","d","7"
"408","PAN-03","Inga alba","d","18"
"409","SPD-02","Spirotheca rosea","e","11"
"410","TAM-06","Batocarpus amazonicus","e","4"
"411","TAM-06","Inga striata","d","18"
"412","TAM-05","Virola calophylla","d","15"
"413","TAM-06","Astrocaryum gratum","h","1"
"414","TAM-05","Unonopsis matthewsii","f","35"
"415","ACJ-01","Monnina indet","i","2"
"416","SPD-02","Magnolia amazonica","h","5"
"417","TAM-05","Miconia indet","b","24"
"418","ACJ-01","Clethra indet","c","18"
"419","PAN-03","Eschweilera albiflora","d","8"
"420","TAM-05","Clarisia racemosa","a","6"
"421","SPD-02","Alchornea latifolia","a","25"
"422","TAM-05","Lindackeria paludosa",NA,"0"
"423","TAM-06","Minquartia guianensis","i","5"
"424","PAN-03","Eriotheca globosa","f","23"
"425","TAM-06","Amaioua guianensis","f","74"
"426","WAY-01","Bejaria aestuans","i","129"
"427","TAM-05","Ferdinandusa loretensis","f","74"
"428","WAY-01","Cinchona macrocalyx","d","33"
"429","SPD-02","Endlicheria macrophylla","a","18"
"430","TAM-05","Dialypetalanthus fuscescens","f","74"
"431","TAM-06","Bertholletia excelsa","f","8"
"432","PAN-03","Miconia tetragona","d","85"
"433","TAM-06","Leonia racemosa","d","7"
"434","SPD-02","Protium montanum","b","12"
"435","TAM-05","Theobroma speciosum","e","12"
"436","TAM-06","Endlicheria krukovii","d","18"
"437","ESP-01","Cyathea pallescens","d","24"
"438","SPD-02","Guatteria glauca","a","18"
"439","TAM-06","Euterpe precatoria","h","4"
"440","TAM-05","Amaioua indet","f","74"
"441","SPD-02","Rauvolfia leptophylla","a","15"
"442","TAM-06","Oenocarpus mapora","i","26"
"443","TRU-04","Clusia flaviflora","b","12"
"444","SPD-01","Protium glabrescens","c","12"
"445","TAM-06","Oenocarpus bataua","i","26"
"446","TAM-05","Cecropia sciadophylla","d","7"
"447","TAM-05","Virola sebifera","b","15"
"448","TAM-06","Inga acrocephala","d","18"
"449","PAN-03","Neea divaricata","i","1"
"450","ESP-01","Meliosma indet","b","5"
"451","TAM-06","Pouteria cladantha","c","6"
"452","PAN-03","Tachigali indet","c","15"
"453","SPD-02","Sapium glandulosum","c","10"
"454","TAM-05","Nectandra cissiflora","d","9"
"455","PAN-03","Pseudolmedia laevigata","b","16"
"456","TRU-04","Miconia galactantha","c","24"
"457","PAN-02","Leonia glycycarpa","b","7"
"458","SPD-01","Posoqueria coriacea","e","14"
"459","TAM-05","Talisia cerasina","i","36"
"460","TAM-06","Pouteria torta","a","6"
"461","TAM-06","Neea indet","i","1"
"462","TAM-05","Trattinnickia aspera","f","12"
"463","TAM-05","Heisteria acuminata","i","5"
"464","ESP-01","Clusia alata","a","24"
"465","PAN-03","Helicostylis elegans","f","102"
"466","SPD-02","Persea areolatocostae","d","36"
"467","TAM-05","Licaria canella","e","9"
"468","TAM-06","Guatteria indet","d","35"
"469","TAM-06","Eschweilera coriacea","b","8"
"470","ESP-01","Myrsine youngii","c","18"
"471","TAM-05","Myrciaria indet","h","1"
"472","PAN-03","Licania octandra","d","16"
"473","SPD-01","Aniba indet","e","12"
"474","TAM-06","Pterocarpus rohrii","d","9"
"475","SPD-02","Matayba guianensis","h","1"
"476","TAM-05","Huberodendron swietenioides","a","12"
"477","PAN-02","Protium amazonicum","d","12"
"478","SPD-02","Guatteria duodecima","c","18"
"479","TAM-05","Ocotea bofo","a","9"
"480","TAM-06","Dussia tessmannii","f","68"
"481","TRU-04","Weinmannia mariquitae","c","39"
"482","PAN-02","Inga indet","b","8"
"483","PAN-03","Aspidosperma rigidum","f","15"
"484","SPD-02","Alchornea brittonii","c","25"
"485","TAM-05","Tachigali polyphylla","a","6"
"486","TAM-06","Pouteria tarapotensis","c","6"
"487","SPD-02","Viburnum hallii","h","25"
"488","WAY-01","Weinmannia indet","c","30"
"489","TAM-06","Rollinia centrantha","f","35"
"490","TRU-04","Solanum indet","h","12"
"491","TAM-06","Sterculia indet","f","23"
"492","PAN-03","Neea virens","i","1"
"493","TAM-06","Piper arboreum","h","11"
"494","SPD-01","Alchornea hilariana","c","14"
"495","TAM-05","Amaioua corymbosa","f","74"
"496","PAN-02","Inga oerstediana","c","10"
"497","SPD-01","Retrophyllum rospigliosii","a","3"
"498","SPD-02","Vismia gracilis","a","10"
"499","TAM-05","Jacaranda copaia","d","12"
"500","TAM-06","Virola flexuosa","d","15"
"501","TAM-06","Tapirira obtusa","b","6"
"502","SPD-02","Inga heterophylla","d","18"
"503","SPD-02","Quiina amazonica","f","17"
"504","ESP-01","Hesperomeles ferruginea","b","9"
"505","PAN-03","Guarea indet","d","9"
"506","PAN-03","Myrcia splendens","h","2"
"507","PAN-03","Pouteria simulans","d","32"
"508","ESP-01","Myrsine andina","b","26"
"509","PAN-02","Cedrelinga cateniformis","b","6"
"510","TAM-06","Urera indet","f","109"
"511","WAY-01","Clusia indet","b","28"
"512","PAN-03","Eugenia indet","h","30"
"513","PAN-02","Hevea brasiliensis","a","12"
"514","TAM-06","Nectandra pulverulenta","d","9"
"515","SPD-02","Pseudolmedia rigida","a","15"
"516","SPD-02","Guatteria ucayalina","c","18"
"517","TAM-05","Mezilaurus subcordata","e","9"
"518","TAM-06","Neea floribunda","i","1"
"519","PAN-03","Erythroxylum patens","h","5"
"520","PAN-03","Myrsine pellucida","d","76"
"521","SPD-01","Panopsis sprucei","h","2"
"522","TAM-05","Miconia trinervia","d","85"
"523","TRU-04","Cyathea indet","b","9"
"524","TAM-05","Sloanea eichleri","d","38"
"525","TAM-05","Ocotea indet","b","40"
"526","WAY-01","Symplocos reflexa","b","27"
"527","PAN-03","Cordia ucayaliensis","h","16"
"528","TAM-05","Hevea indet","d","21"
"529","SPD-02","Ormosia indet","e","14"
"530","TAM-06","Inga dumosa","d","18"
"531","PAN-03","Miconia aulocalyx","d","85"
"532","SPD-02","Persea indet","b","21"
"533","TAM-05","Geissospermum reticulatum","f","15"
"534","TAM-05","Sloanea sinemariensis","b","6"
"535","TAM-05","Helicostylis tomentosa","e","30"
"536","TAM-05","Tachigali indet","c","6"
"537","TAM-06","Mabea speciosa","f","129"
"538","SPD-02","Ficus americana","b","14"
"539","TRU-04","Cyathea lechleri","c","15"
"540","TAM-06","Beilschmiedia tovarensis","f","147"
"541","TAM-06","Tachigali bracteosa","d","35"
"542","TRU-04","Alchornea pearcei","a","30"
"543","SPD-02","Miconia barbeyana","d","85"
"544","ESP-01","Morella pubescens","i","11"
"545","PAN-02","Cabralea canjerana","f","9"
"546","SPD-01","Elaeagia indet","a","14"
"547","SPD-02","Hieronyma fendleri","c","12"
"548","PAN-03","Protium spruceanum","d","12"
"549","TAM-05","Hirtella excelsa","e","16"
"550","PAN-03","Brosimum rubescens","d","10"
"551","TRU-04","Clethra revoluta","d","31"
"552","PAN-03","Sloanea sinemariensis","a","6"
"553","TAM-06","Inga bourgonii","d","18"
"554","TAM-06","Leonia indet","d","7"
"555","PAN-03","Parinari occidentalis","d","18"
"556","TAM-06","Tabernaemontana arcuata","f","15"
"557","WAY-01","Hedyosmum indet","b","30"
"558","ESP-01","Hedyosmum translucidum","a","18"
"559","SPD-02","Neea spruceana","i","1"
"560","WAY-01","Hedyosmum goudotianum","b","21"
"561","PAN-03","Siparuna tomentosa","h","2"
"562","PAN-03","Unonopsis spectabilis","f","35"
"563","TAM-06","Eugenia ochrophloea","h","30"
"564","TRU-04","Gordonia planchonii","c","24"
"565","PAN-02","Pseudolmedia rigida","a","18"
"566","PAN-03","Marila indet","d","12"
"567","SPD-02","Bactris setulosa","h","1"
"568","TAM-06","Inga auristellae","d","18"
"569","SPD-02","Sapium laurifolium","a","10"
"570","TAM-05","Nectandra viburnoides","d","9"
"571","TAM-06","Guarea macrophylla","d","9"
"572","TAM-06","Sloanea fragrans","d","38"
"573","TAM-06","Inga edulis","d","18"
"574","TAM-06","Tapura juruana","i","2"
"575","TRU-04","Miconia coelestis","c","24"
"576","PAN-03","Couepia indet","f","34"
"577","SPD-02","Alchornea indet","c","25"
"578","TAM-05","Sloanea terniflora","d","38"
"579","TRU-04","Ocotea indet","a","28"
"580","TRU-04","Meliosma frondosa","b","30"
"581","TAM-05","Brosimum alicastrum","b","4"
"582","TAM-06","Neea ovalifolia","i","1"
"583","PAN-02","Qualea paraensis","b","9"
"584","SPD-02","Trichilia micrantha","e","9"
"585","TAM-06","Porcelia nitidifolia","f","35"
"586","WAY-01","Ilex sessiliflora","d","15"
"587","PAN-03","Trattinnickia burserifolia","f","12"
"588","PAN-03","Couepia bernardii","f","34"
"589","TAM-05","Mouriri grandiflora","f","123"
"590","SPD-01","Psychotria conephoroides","e","14"
"591","PAN-03","Chrysophyllum sanguinolentum","d","18"
"592","TRU-04","Schefflera indet","f","31"
"593","SPD-02","Ocotea indet","b","40"
"594","TAM-06","Clarisia racemosa","b","6"
"595","PAN-03","Hymenaea oblongifolia","e","15"
"596","TAM-06","Inga semialata","d","18"
"597","PAN-02","Sloanea guianensis","b","18"
"598","TAM-05","Ouratea iquitosensis","c","17"
"599","TRU-04","Myrsine indet","c","50"
"600","TAM-06","Chimarrhis indet","f","74"
"601","TAM-05","Pseudolmedia laevis","a","2"
"602","TAM-06","Macrocnemum roseum","f","74"
"603","PAN-03","Myrcia paivae","h","2"
"604","SPD-01","Miconia crassipes","d","85"
"605","SPD-02","Miconia theizans ","d","85"
"606","TAM-06","Sterculia peruviana","f","23"
"607","TAM-06","Otoba parvifolia","f","15"
"608","TAM-06","Pourouma minor","b","9"
"609","TAM-06","Dendropanax arboreus","d","11"
"610","TAM-06","Mabea indet","f","129"
"611","SPD-02","Brosimum lactescens","b","6"
"612","PAN-02","Ficus indet","d","20"
"613","SPD-02","Hieronyma andina","c","12"
"614","TAM-05","Micropholis melinoniana","d","13"
"615","TRU-04","Alchornea grandiflora","c","30"
"616","SPD-02","Cordia indet","h","16"
"617","TAM-06","Marila laxiflora","b","12"
"618","TAM-05","Enterolobium schomburgkii","e","21"
"619","TAM-06","Siparuna cuspidata","h","2"
"620","PAN-03","Andira inermis","e","15"
"621","SPD-02","Blakea indet","f","123"
"622","PAN-03","Licania indet","d","16"
"623","SPD-02","Cyathea caracasana","c","9"
"624","TAM-05","Hymenaea oblongifolia","e","21"
"625","TAM-06","Sarcaulus brasiliensis","e","6"
"626","TAM-05","Oenocarpus mapora","i","26"
"627","ESP-01","Viburnum reticulatum","h","25"
"628","ACJ-01","Centropogon indet","i","1"
"629","TAM-05","Capparis sola","h","13"
"630","TAM-06","Neea macrophylla","i","1"
"631","SPD-01","Myrcia egensis","h","2"
"632","PAN-02","Protium indet","d","12"
"633","ESP-01","Schefflera indet","e","20"
"634","SPD-01","Myrcia atrorufa","h","2"
"635","TAM-06","Attalea cephalotes","i","26"
"636","TAM-05","Rollinia centrantha","f","35"
"637","SPD-02","Annona williamsii","e","18"
"638","TAM-06","Pleurothyrium cuneifolium","f","147"
"639","TAM-05","Miconia triplinervis","d","85"
"640","ESP-01","Weinmannia multijuga","c","48"
"641","TAM-05","Cordia toqueve","h","16"
"642","SPD-01","Dendropanax weberbaueri","c","11"
"643","TAM-05","Trophis scandens","e","30"
"644","TAM-05","Neea altissima","i","1"
"645","TAM-06","Miconia indet","b","24"
"646","PAN-02","Pouteria macrophylla","d","32"
"647","TAM-06","Drypetes gentryi","h","3"
"648","PAN-02","Bellucia pentamera","a","18"
"649","PAN-03","Licaria pucheri","e","9"
"650","TAM-05","Cordia mexiana","h","16"
"651","TAM-06","Pourouma guianensis","b","6"
"652","TAM-05","Pourouma palmata","c","12"
"653","SPD-01","Persea indet","b","21"
"654","TAM-05","Caraipa myrcioides","f","12"
"655","TAM-06","Tapirira guianensis","b","16"
"656","TRU-04","Ilex indet","d","15"
"657","TAM-05","Lacistema nena","h","5"
"658","TAM-05","Bathysa peruviana","f","74"
"659","SPD-01","Parinari parilis","a","18"
"660","TAM-05","Inga chartacea","d","18"
"661","TAM-05","Duguetia odorata","f","35"
"662","TAM-05","Diospyros melinonii","f","21"
"663","TAM-05","Aiouea grandifolia","e","9"
"664","TAM-05","Calycophyllum acreanum","f","74"
"665","ESP-01","Persea indet","b","21"
"666","TRU-04","Brunellia weberbaueri","d","13"
"667","TAM-05","Xylopia calophylla","f","35"
"668","TAM-05","Malmea dielsiana","f","35"
"669","PAN-02","Tachigali setifera","b","29"
"670","SPD-01","Quiina amazonica","f","17"
"671","SPD-02","Hillia parasitica","e","12"
